conv_id,turn,speaker,clause_number,clause,emotion,expanded emotion cause evidence,expanded emotion cause span,type
tr_1452,9,A,1,The weather is often quite different from the weather forecast .,neutral,[],[],[]
tr_3694,1,A,1,Did you hear what happened to Mike in Accounts ?,neutral,[],[],[]
tr_3694,2,B,1,No .,neutral,[],[],[]
tr_3694,2,B,2,What ?,neutral,[],[],[]
tr_3694,3,A,1,He got arrested on Friday night and spent the night in jail .,neutral,[],[],[]
tr_3694,4,B,1,No .,surprise,[3],[],['inter-personal']
tr_3694,4,B,2,"Really , what happened ?",surprise,[3],[],['inter-personal']
tr_3694,5,A,1,"Well , it was all a big mistake , actually .",neutral,[],[],[]
tr_3694,5,A,2,"He got home on Friday night really late , and apparently he'd been out drinking with some clients , so he was really drunk .",neutral,[],[],[]
tr_3694,6,B,1,Was he out with the guys from the bank ?,neutral,[],[],[]
tr_3694,7,A,1,"Yes , I think so .",neutral,[],[],[]
tr_3694,8,B,1,"Oh , yeah , they always get really drunk .",neutral,[],[],[]
tr_3694,9,A,1,"Well , anyway , he'd somehow lost his wallet and his house keys , so he couldn't get in .",neutral,[],[],[]
tr_3694,9,A,2,"He lives alone , you know .",neutral,[],[],[]
tr_3694,10,B,1,"Oh , really .",surprise,[9],[],['inter-personal']
tr_3694,10,B,2,I thought he lived with his wife .,surprise,[9],[],['inter-personal']
tr_3694,11,A,1,"No , she left him last year .",neutral,[],[],[]
tr_3694,12,B,1,"Oh , really ?",surprise,[11],[],['inter-personal']
tr_3694,12,B,2,Do you know why ?,surprise,[11],[],['inter-personal']
tr_3694,13,A,1,"Hang on , let me finish telling you what happened .",neutral,[],[],[]
tr_3694,13,A,2,Where was I ?,neutral,[],[],[]
tr_3694,14,B,1,He lost his wallet and keys .,neutral,[],[],[]
tr_3694,15,A,1,"Oh yes , well , he tried to climb in through the bathroom window , but apparently he slipped and broke the glass with his foot .",neutral,[],[],[]
tr_3694,15,A,2,"The neighbors heard him and thought a robbery was in progress , so they called the police .",neutral,[],[],[]
tr_3694,16,B,1,"Oh , no .",neutral,[],[],[]
tr_3694,17,A,1,Yes .,neutral,[],[],[]
tr_3694,17,A,2,"So when the cops arrived , they didn't believe his story",neutral,[],[],[]
tr_3694,18,B,1,So then what happened ?,neutral,[],[],[]
tr_3694,19,A,1,"Well , when he sobered up , he called someone from work to come and bail him out .",neutral,[],[],[]
tr_3694,20,B,1,"Well , that's a bit of a tricky situation .",neutral,[],[],[]
tr_3694,21,A,1,"Yes , I know .",neutral,[],[],[]
tr_1711,1,A,1,Are you ready to go the concert ?,neutral,[],[],[]
tr_1711,2,B,1,Yes .,neutral,[],[],[]
tr_1711,2,B,2,Should we go there by bus so we aren't late ?,neutral,[],[],[]
tr_1711,3,A,1,"Actually , why don't we go there by bike ?",happiness,[3],"[""Actually , why don't we go there by bike ?""]",['no-context']
tr_1711,3,A,2,We could get stuck in traffic if we travel by bus in rush hour .,happiness,[3],[],['no-context']
tr_1711,4,B,1,That's true .,happiness,"[3, 4]",[],"['no-context', 'inter-personal']"
tr_1711,4,B,2,"Cycling is good for our environment , too .",happiness,"[3, 4]","['Cycling is good for our environment , too .']","['no-context', 'inter-personal']"
tr_1711,4,B,3,Let me just get my helmet then .,happiness,"[3, 4]",[],"['no-context', 'inter-personal']"
tr_1711,5,A,1,Is your helmet comfortable ?,happiness,[3],[],['self-contagion']
tr_1711,6,B,1,"Not really , but I liked the design , so I got it .",happiness,[6],"['Not really , but I liked the design , so I got it .']",['no-context']
tr_1711,7,A,1,Maybe you should think about getting a round helmet ; they're better .,happiness,[7],"[""Maybe you should think about getting a round helmet ; they're better .""]",['no-context']
tr_1711,8,B,1,I'll think about it .,happiness,[7],[],['inter-personal']
tr_1711,9,A,1,Is that your new bicycle ?,happiness,[9],['Is that your new bicycle ?'],['no-context']
tr_1711,10,B,1,"Yes , my father gave it to me for my birthday .",happiness,"[9, 10]","['Yes , my father gave it to me for my birthday .']","['no-context', 'inter-personal']"
tr_1711,10,B,2,Do you like it ?,happiness,"[9, 10]",[],"['no-context', 'inter-personal']"
tr_1711,11,A,1,It's the newest 10 speed cycling mountain bike .,happiness,[11],"[""It's the newest 10 speed cycling mountain bike .""]",['no-context']
tr_1711,11,A,2,These are really expensive !,happiness,[11],[],['no-context']
tr_1711,12,B,1,Nothing but the best from my dad .,neutral,[],[],[]
tr_1711,12,B,2,I like everything about it except for the brakes .,neutral,[],[],[]
tr_1711,12,B,3,They are a bit sticky .,neutral,[],[],[]
tr_1711,13,A,1,I can fix those for you .,neutral,[],[],[]
tr_1711,13,A,2,Is there anything else wrong with it ?,neutral,[],[],[]
tr_1711,14,B,1,"Well , my saddle is too low for me .",neutral,[],[],[]
tr_1711,14,B,2,Do you know how to change the height ?,neutral,[],[],[]
tr_1711,15,A,1,That's easy .,neutral,[],[],[]
tr_1711,15,A,2,It's important to have the saddle high enough so that your legs can extend fully when you are on your bicycle .,neutral,[],[],[]
tr_1711,16,B,1,Is that why my knees have felt sore after every time I've ridden my bike ?,neutral,[],[],[]
tr_1711,17,A,1,It's possible .,neutral,[],[],[]
tr_1711,17,A,2,Give me a minute and I can fix these for you and then we can go .,neutral,[],[],[]
tr_264,1,A,1,"Hey , Mary , can you cut that out ?",neutral,[],[],[]
tr_264,2,B,1,Cut what out I ' m not doing anything .,neutral,[],[],[]
tr_264,3,A,1,The tapping of your pen on your desk .,anger,[3],['The tapping of your pen on your desk .'],['no-context']
tr_264,3,A,2,It ' s driving me crazy .,anger,[3],[],['no-context']
tr_264,4,B,1,Fine !,anger,"[3, 4]",[],"['no-context', 'inter-personal']"
tr_264,4,B,2,By the way would you mind not slurping your coffee every time you have a cup !,anger,"[3, 4]",['By the way would you mind not slurping your coffee every time you have a cup !'],"['no-context', 'inter-personal']"
tr_264,5,A,1,I don ' t slurp my coffee .,anger,"[3, 5]",[],"['no-context', 'self-contagion']"
tr_264,5,A,2,"And plus , how can you hear it when you ' re shouting into your phone all the time ?",anger,"[3, 5]","[""And plus , how can you hear it when you ' re shouting into your phone all the time ?""]","['no-context', 'self-contagion']"
tr_264,6,B,1,You ' Ve got to be kidding me !,anger,"[3, 4, 5, 6]",[],"['no-context', 'hybrid']"
tr_264,6,B,2,You ' re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ?,anger,"[3, 4, 5, 6]","[""You ' re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ?""]","['no-context', 'hybrid']"
tr_264,7,A,1,"Look , we have a lot of accumulated anger from working in these conditions , and it ' s probably okay to let off steam once in a while .",neutral,[],[],[]
tr_264,7,A,2,"But , it ' s probably not a good idea to keep it up I ' m willing to forgive and forget and if you are .",neutral,[],[],[]
tr_264,8,B,1,Fine .,neutral,[],[],[]
tr_264,8,B,2,Let's call a truce .,neutral,[],[],[]
tr_264,8,B,3,I'll try to more considerate and to keep the noise down .,neutral,[],[],[]
tr_264,9,A,1,"Yeah , I ' ll try to do the same .",neutral,[],[],[]
tr_264,9,A,2,"So , I was wondering you wanna go out to dinner Friday night ?",neutral,[],[],[]
tr_1146,1,A,1,How's your thesis going ?,neutral,[],[],[]
tr_1146,2,B,1,Don't mention it .,sadness,[2],[],['no-context']
tr_1146,2,B,2,"The thesis due date is coming , but my thesis isn't even close to being done .",sadness,[2],"[""The thesis due date is coming , but my thesis isn't even close to being done .""]",['no-context']
tr_1146,3,A,1,"I've finished the first draft , but the professor said it's poorly written .",sadness,[3],[],['no-context']
tr_1146,3,A,2,I have to rewrite it .,sadness,[3],[],['no-context']
tr_1146,3,A,3,it's so depressing .,sadness,[3],[],['no-context']
tr_1146,4,B,1,Don't worry .,sadness,"[2, 3]",[],['hybrid']
tr_1146,4,B,2,"Anyway , you are better than me .",sadness,"[2, 3]",[],['hybrid']
tr_2469,1,A,1,"Doris , I'm glad you're home .",fear,['b'],[],['latent']
tr_2469,1,A,2,I'm terrified .,fear,['b'],[],['latent']
tr_2469,1,A,3,I don't know what to do !,fear,['b'],[],['latent']
tr_2469,2,B,1,What is it ?,neutral,[],[],[]
tr_2469,2,B,2,What happened ?,neutral,[],[],[]
tr_2469,3,A,1,I think someone is stalking me .,fear,"['b', 3]",['I think someone is stalking me .'],"['latent', 'no-context']"
tr_2469,4,B,1,"No , it can't be .",surprise,"['b', 3]","[""No , it can't be .""]","['latent', 'inter-personal']"
tr_2469,4,B,2,Really ?,surprise,"['b', 3]",[],"['latent', 'inter-personal']"
tr_2469,4,B,3,Who ?,surprise,"['b', 3]",[],"['latent', 'inter-personal']"
tr_2469,5,A,1,I don't know .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,5,A,2,I saw him the first time Tuesday .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,5,A,3,He was at the cafe .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,5,A,4,I noticed he was looking at me a lot .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,5,A,5,"Not just the usual looking , but staring .",fear,"['b', 3]","['Not just the usual looking , but staring .']","['latent', 'self-contagion']"
tr_2469,5,A,6,He just kept staring at me .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,5,A,7,He didn't stop .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,6,B,1,What did you do ?,neutral,[],[],[]
tr_2469,7,A,1,I didn't do anything .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,7,A,2,"Finally , he left .",fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,7,A,3,But then I saw him again today .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,7,A,4,Outside the shoe store .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,7,A,5,Near the cafe .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,7,A,6,I went into a CD store and pretended I was looking at CD's .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,7,A,7,But then he came in too .,fear,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2469,8,B,1,Did he leave when you left ?,neutral,[],[],[]
